"","x"
"591",0.914401016719442
"592",0.91344263763164
"593",0.911626884986676
"594",0.913573410204107
"595",0.913303696480011
"596",0.911292804434036
"597",0.922160562157118
"598",0.922690831919602
"599",0.919322394585191
"600",0.911387431056267
"601",0.912610629294836
"602",0.913949310119579
"603",0.910324516667681
"604",0.903988870726335
"605",0.911176253760822
"606",0.91256803304342
"607",0.91296659223481
"608",0.913698586831302
"609",0.911527325920483
"610",0.920410134996924
"611",0.920923812931435
"612",0.918362453831026
"613",0.915271671160513
"614",0.91780393530648
"615",0.914533611389373
"616",0.910883171591506
"617",0.912447336133033
"618",0.915314653547945
"619",0.913410901178853
"620",0.912240034340512
"621",0.912833536163511
"622",0.913421773051227
"623",0.916198232378032
"624",0.913088596511795
"625",0.910518891402647
"626",0.915563654538879
"627",0.909596303629714
"628",0.918788506154751
"629",0.914867654457935
"630",0.91548342221026
"631",0.92116140929869
"632",0.917474928447618
"633",0.916557898889979
"634",0.912192765367022
"635",0.911230976638315
"636",0.912637877610532
"637",0.911839949086573
"638",0.915666181214803
"639",0.907154774689634
"640",0.909127487275621
"641",0.916674060542489
"642",0.916797343177652
"643",0.913124742825574
"644",0.915119124756434
"645",0.917882161912599
"646",0.914859792762991
"647",0.911362038968625
"648",0.908354493078041
"649",0.911734556711874
"650",0.911113531010219
"651",0.905429747265938
"652",0.908693972996372
"653",0.911076504796636
"654",0.911212348987207
"655",0.911280064186811
"656",0.912722283585429
"657",0.917282913358916
"658",0.914751714012742
"659",0.918720366364704
"660",0.918720366364704
"661",0.91503955488682
"662",0.910411631384311
"663",0.910411631384311
"664",0.906234378900135
"665",0.911905347228431
"666",0.912658648963132
"667",0.909774056806558
"668",0.912308464624791
"669",0.911035868441635
"670",0.912886803532139
"671",0.90874545037424
"672",0.911893086337847
"673",0.921140860685466
"674",0.922434037102158
"675",0.922031341369172
"676",0.915707139011717
"677",0.911942018485655
"678",0.912217889692402
"679",0.912855374495757
"680",0.90827472657957
"681",0.908186979908387
"682",0.913712511955111
"683",0.916137511382865
"684",0.912785658921576
"685",0.913613147647314
"686",0.910775094573616
"687",0.912991880719706
"688",0.917367647377305
"689",0.917949597710738
"690",0.913990144221913
"691",0.915610727713889
"692",0.915562830456519
"693",0.908868649164633
"694",0.912675178862995
"695",0.911391724776652
"696",0.910625125718911
"697",0.909351596596316
"698",0.916981800305309
"699",0.915325427550995
"700",0.911675476418367
"701",0.911720639909273
"702",0.912476446252575
"703",0.911360247354644
"704",0.914076046890206
"705",0.905195295879577
"706",0.907965900969222
"707",0.905477160446444
"708",0.913345593468818
"709",0.915514911271331
"710",0.913692290537775
"711",0.910045114635696
"712",0.910540957701658
"713",0.913366736840105
"714",0.907736213354451
"715",0.917607792466364
"716",0.918344241766469
"717",0.917513463670564
"718",0.919713079358679
"719",0.908158587599976
"720",0.915546440662556
"721",0.916770782181487
"722",0.918825896430082
"723",0.918295445580558
"724",0.907671545924072
"725",0.913359696244055
"726",0.900697750327868
"727",0.905700598432848
"728",0.918598542634259
"729",0.91091384714539
"730",0.913182738002012
"731",0.915295026008409
"732",0.910353819194289
"733",0.913281457056402
"734",0.912579375106099
"735",0.915674307286033
"736",0.9164042698666
"737",0.916035905040782
"738",0.912259163164607
"739",0.913358899079204
"740",0.912062609799505
"741",0.91468117338082
"742",0.910229320548232
"743",0.914323008710849
"744",0.90935036697808
"745",0.919030512665907
"746",0.913538806941846
"747",0.918012765203878
"748",0.921373761392937
"749",0.921373761392937
"750",0.923404274289724
"751",0.911795858616245
"752",0.910780096607021
"753",0.909792298476797
"754",0.913957317801065
"755",0.914346824048761
"756",0.907528530488601
"757",0.916103119644329
"758",0.91951564354599
"759",0.910473683215835
"760",0.919243685675348
"761",0.912728149168256
"762",0.911350644946581
"763",0.908337151443765
"764",0.918939930158693
"765",0.911414656907765
"766",0.915317423643728
"767",0.91616698029956
"768",0.917900401179253
"769",0.909385928531538
"770",0.915340471472519
"771",0.912259625572396
"772",0.911483221047555
"773",0.909755795576569
"774",0.912230246852434
"775",0.918551807297558
"776",0.916129428256062
"777",0.915224066428312
"778",0.917056647805347
"779",0.911722687149394
"780",0.914520981074512
"781",0.91357329587797
"782",0.910857281840312
"783",0.912596882295527
"784",0.914310543495582
"785",0.911070320803246
"786",0.910430918864216
"787",0.91082475560656
"788",0.91488090692483
"789",0.911566435404248
"790",0.910068096999212
"791",0.916266696374697
"792",0.91315459118984
"793",0.91092196463057
"794",0.918038460033422
"795",0.913288605731805
"796",0.915390527043839
"797",0.916998079901506
"798",0.914015504001784
"799",0.913400230777721
"800",0.912407944334013
"801",0.907869962040469
"802",0.910200159861289
"803",0.907861895333708
"804",0.91050058524131
"805",0.911780954438385
"806",0.916396596294195
"807",0.911756682204205
"808",0.908642542135422
"809",0.911294973875874
"810",0.917655564062832
"811",0.918817235015406
"812",0.913665832481871
"813",0.916767062582538
"814",0.913198818825855
"815",0.91193088259569
"816",0.914613515625577
"817",0.904633842632104
"818",0.924684440253869
"819",0.921015137731991
"820",0.914413361154466
"821",0.916702961435948
"822",0.916702961435948
"823",0.91489749072818
"824",0.908457643300239
"825",0.912245861655382
"826",0.916717933356167
"827",0.902910599577518
"828",0.91113798441545
"829",0.910193548385857
"830",0.908747168257355
"831",0.906969346709255
"832",0.908480572644152
"833",0.90636881490431
"834",0.908320047269799
"835",0.912133436399009
"836",0.919640600702408
"837",0.912232281135076
"838",0.90906509556582
"839",0.912361050420746
"840",0.909539166725572
"841",0.918013467345858
"842",0.913507557535339
"843",0.908257340337761
"844",0.912610544151325
"845",0.906380169056879
"846",0.906592964932845
"847",0.921426419738024
"848",0.916913129603387
"849",0.911907615919552
"850",0.913771552875209
"851",0.909328086105027
"852",0.914692632611748
"853",0.915745533694019
"854",0.909857927351179
"855",0.910941290722779
"856",0.911676588145141
"857",0.908516183775415
"858",0.911056418841996
"859",0.911570003225139
"860",0.911746336926449
"861",0.914870210173468
"862",0.909996196120582
"863",0.910171085997985
"864",0.909812670478149
"865",0.908202763409647
"866",0.90673295023846
"867",0.911103046646427
"868",0.908239977214117
"869",0.914784606716573
"870",0.90972826326067
"871",0.907284898572763
"872",0.909070179990515
"873",0.910434745264282
"874",0.908176523138958
"875",0.904017381432483
"876",0.90454234795648
"877",0.904963991002238
"878",0.909037285193732
"879",0.909472145246905
"880",0.921155347145874
"881",0.923835727653373
"882",0.914744042094549
"883",0.919033059072784
"884",0.909336389947664
"885",0.912055049071244
"886",0.912456234543635
"887",0.91077851837353
"888",0.910683924735224
"889",0.912304679580439
"890",0.90920723300578
"891",0.914783756033007
"892",0.91464449004396
"893",0.916083055377272
"894",0.914847211323304
"895",0.919093434125481
"896",0.917044337049653
"897",0.911301075857848
"898",0.914256587814852
"899",0.917266423753576
"900",0.90538768522047
"901",0.90351945275202
"902",0.910489223311367
"903",0.914865598542317
"904",0.922222892583273
"905",0.916240295062607
"906",0.912739631648909
"907",0.913079458131001
"908",0.915965651068748
"909",0.919276565950529
"910",0.913897974015285
"911",0.915980711269466
"912",0.92058958102434
"913",0.914293549411413
"914",0.915791330122244
"915",0.915373720013981
"916",0.921338202469635
"917",0.917327050978329
"918",0.908446163855747
"919",0.913662885858498
"920",0.90639442952815
"921",0.912883233886258
"922",0.91782558724292
"923",0.920379203810131
"924",0.912515904940039
"925",0.916160680610383
"926",0.920023943157016
"927",0.920787714994965
"928",0.919794668029783
"929",0.910733939696641
"930",0.910733939696641
"931",0.916995586469304
"932",0.921010045330807
"933",0.919301791158943
"934",0.91658366567467
"935",0.914881907741115
"936",0.916302855347198
"937",0.919104418875103
"938",0.915565725481851
"939",0.909669302334455
"940",0.909454668610824
"941",0.919215523333695
"942",0.919024672510044
"943",0.911105867804988
"944",0.91674386508659
"945",0.914100757437146
"946",0.91574476421773
"947",0.91574476421773
"948",0.915581144531909
"949",0.916905089058685
"950",0.91578099855884
"951",0.915386212487502
"952",0.910768056345149
"953",0.910859067005005
"954",0.917668796145266
"955",0.91414021749975
"956",0.917182090561375
"957",0.915991587402717
"958",0.914398052518052
"959",0.91783323194652
"960",0.915906677529628
"961",0.912856059618963
"962",0.913644758790958
"963",0.91112521341083
"964",0.913276417072389
"965",0.915490962598838
"966",0.913270979635849
"967",0.905734177021683
"968",0.906232111055442
"969",0.909127621164355
"970",0.908849089547404
"971",0.911283386796002
"972",0.918218188328321
"973",0.914160980997108
"974",0.911698527977397
"975",0.910943837104451
"976",0.907168249223595
"977",0.905216276223601
"978",0.903555478958611
"979",0.913439579433443
"980",0.912758093021545
"981",0.911341753630028
"982",0.90943323430717
"983",0.903387513837211
"984",0.910477258773046
"985",0.908153249055705
"986",0.907859128170275
"987",0.907775375877506
"988",0.913922812855736
"989",0.906936471609835
"990",0.909352614275483
"991",0.911188410324938
"992",0.906765211493252
"993",0.908788038473109
"994",0.906790729938152
"995",0.907290162997011
"996",0.913686117824729
"997",0.914199754412481
"998",0.913337653489934
"999",0.911589479825675
"1000",0.909649840590579
"1001",0.906867255886359
"1002",0.912321266726176
"1003",0.912176487346155
"1004",0.910054354841601
"1005",0.911558388845859
"1006",0.910098539509784
"1007",0.910286739299618
"1008",0.909593032460672
"1009",0.91956636050912
"1010",0.918628942593157
"1011",0.917131650000003
"1012",0.919475843361308
"1013",0.904091929775987
"1014",0.909495903046003
"1015",0.911160948447146
"1016",0.916819106470496
"1017",0.915775611834176
"1018",0.913018080615862
"1019",0.909188616046748
"1020",0.912435488575143
"1021",0.910007779447662
"1022",0.909710370103609
"1023",0.909291986769365
"1024",0.917401482620356
"1025",0.911463387404346
"1026",0.916773618277327
"1027",0.909826485337307
"1028",0.918767206891574
"1029",0.914204145566255
"1030",0.914646513096827
"1031",0.915588535073083
"1032",0.914309898134842
"1033",0.906350522806596
"1034",0.90651123826546
"1035",0.91257216844177
"1036",0.911691036818935
"1037",0.917255461649667
"1038",0.918787871856264
"1039",0.917485012665247
"1040",0.912701610148552
"1041",0.911831670922112
"1042",0.918607658155205
"1043",0.910044814849131
"1044",0.908582581514033
"1045",0.912437263504226
"1046",0.918680369521416
"1047",0.916816494290895
"1048",0.919456561571592
"1049",0.916027930373128
"1050",0.916895266282133
"1051",0.914885641336723
"1052",0.911135101323182
"1053",0.916948896685323
"1054",0.916052899409239
"1055",0.911223541542394
"1056",0.912576142718785
"1057",0.911388703345408
"1058",0.912843335162636
"1059",0.911042413558182
"1060",0.913946747044809
"1061",0.90963941702772
"1062",0.913741167376964
"1063",0.913367565255086
"1064",0.919917843671353
"1065",0.915175330729279
"1066",0.917260940751594
"1067",0.908776372973541
"1068",0.906476180774634
"1069",0.914860618092619
"1070",0.915208081602533
"1071",0.909876250589468
"1072",0.913243631762397
"1073",0.911837986407829
"1074",0.908940888938138
"1075",0.91079569680942
"1076",0.913206612288566
"1077",0.920562795029376
"1078",0.912698089464981
"1079",0.910218607288905
"1080",0.916099216259104
"1081",0.913950096639005
"1082",0.919170093253222
"1083",0.914876435996126
"1084",0.91351646409801
"1085",0.91689902978215
"1086",0.916096511537212
"1087",0.905367967916847
"1088",0.909059933437015
"1089",0.907660858433801
"1090",0.916714037773699
"1091",0.909298042469499
"1092",0.91422832138083
"1093",0.912388226825164
"1094",0.912114774718576
"1095",0.910918948822371
"1096",0.91026566509216
"1097",0.909521722823962
"1098",0.914149407895468
"1099",0.913199481003014
"1100",0.917124977638751
"1101",0.914587793286548
"1102",0.914964106404471
"1103",0.914058042640086
"1104",0.911747835188584
"1105",0.915562876340474
"1106",0.924126034124247
"1107",0.910138086883289
"1108",0.905077834351839
"1109",0.911091241929813
"1110",0.917736498726749
"1111",0.910803716688664
"1112",0.91394773548843
"1113",0.921111045030633
"1114",0.918097514068079
"1115",0.914671615327612
"1116",0.91273494593334
"1117",0.913252055722479
"1118",0.915741502834863
"1119",0.915286174752836
"1120",0.909323243147285
"1121",0.9138246337058
"1122",0.911339571981958
"1123",0.909323065892013
"1124",0.908882292821621
"1125",0.909726625664953
"1126",0.909217229610944
"1127",0.909026007232843
"1128",0.911630722800739
"1129",0.910267408276413
"1130",0.919110185824805
"1131",0.916139745171437
"1132",0.915288961460106
"1133",0.913141093075676
"1134",0.916384293745137
"1135",0.918539973300476
"1136",0.917603834656832
"1137",0.910770191240943
"1138",0.912607166328168
"1139",0.912040760015092
"1140",0.918871237824773
"1141",0.917106753087203
"1142",0.917001920340164
"1143",0.916347387326226
"1144",0.917254851683016
"1145",0.9159349763984
"1146",0.912233763352982
"1147",0.919197615339905
"1148",0.91493719151649
"1149",0.910064339342441
"1150",0.915666430749983
"1151",0.909546000663729
"1152",0.900854713487392
"1153",0.904861430987942
"1154",0.904861430987942
"1155",0.91133236191437
"1156",0.915981550357855
"1157",0.915709136437829
"1158",0.915709136437829
"1159",0.919168417827918
"1160",0.912030589806228
"1161",0.915570334458846
"1162",0.915514548287927
"1163",0.910740983405705
"1164",0.913805114985061
"1165",0.91119969647404
"1166",0.914885892157812
"1167",0.913593115217142
"1168",0.911874914846177
"1169",0.909401038192511
"1170",0.919566934683404
"1171",0.916986132310037
"1172",0.911856518892933
"1173",0.916743593290898
"1174",0.918517513817429
"1175",0.912162633710625
"1176",0.914114589070636
"1177",0.912832374542396
"1178",0.916564204187528
"1179",0.911049316263105
"1180",0.911658929287366
"1181",0.912517359964933
"1182",0.914661944017548
"1183",0.911853186178776
"1184",0.911123000603885
"1185",0.910190252054617
"1186",0.90908027441006
"1187",0.904936410332235
"1188",0.910411595184248
"1189",0.91748505543852
"1190",0.914148843707948
"1191",0.91333405713445
"1192",0.915000986932417
"1193",0.915926790648604
"1194",0.913458619132591
"1195",0.915718965548864
"1196",0.916495778108608
"1197",0.916495778108608
"1198",0.918503625529835
"1199",0.913449177615006
"1200",0.910588616224326
"1201",0.910818476880196
"1202",0.909663189539802
"1203",0.9070689009226
"1204",0.916335615209036
"1205",0.918662458893112
"1206",0.910450128243982
"1207",0.911668718298055
"1208",0.921527270539408
"1209",0.922254264316587
"1210",0.914370910081573
"1211",0.914483868705264
"1212",0.908735005933439
"1213",0.916162885928419
"1214",0.914673504225787
"1215",0.914673504225787
"1216",0.916465258016501
"1217",0.915305734879765
"1218",0.914361102254119
"1219",0.916891371472797
"1220",0.913987825133556
"1221",0.919488362693263
"1222",0.918993023192223
"1223",0.911941348429948
"1224",0.91148281564985
"1225",0.915237750397975
"1226",0.915294380960094
"1227",0.9204316319207
"1228",0.912507087526587
"1229",0.914421479535963
"1230",0.911379242006404
"1231",0.9120779107925
"1232",0.913674352058275
"1233",0.909607417951157
"1234",0.913464667637621
"1235",0.913206215093066
"1236",0.912371217196475
"1237",0.918216663772777
"1238",0.907771962292615
"1239",0.912739134163756
"1240",0.921700077481221
"1241",0.911881323102446
"1242",0.908443831997609
"1243",0.910521715522768
"1244",0.91068507226929
"1245",0.917838354095471
"1246",0.916497352002502
"1247",0.909844459101163
"1248",0.9109987474065
